DISNO,STATEA,NAMEA,STATEB,NAMEB,STRTDAY,STRTMNTH,STRTYR,YEAR,ENDDAY,ENDMNTH,ENDYEAR,OUTCOME,SETTLMNT,FATLEV,HIGHACT,HIHOST,RECIP,NOINIT,NOTARG,STDAYA,STMNTHA,STYEARA,ENDDAYA,ENDMNTHA,ENDYEARA,SIDEAA,REVSTATA,REVTYPEA,FATALEVA,HIGHMCAA,HIHOSTA,ORIGNATA,STDAYB,STMNTHB,STYEARB,ENDDAYB,ENDMNTHB,ENDYEARB,SIDEAB,REVSTATEB,REVTYPEB,FATALEVB,HIGHMCAB,HIHOSTB,ORIGNATB,ROLEA,ROLEB,WAR,Durindx,Cumdurat,Duration,MID3HIact,MID3HIA,MID3HIB
2212,710,CHN,740,JPN,20,5,1935,1935,10,6,1935,4,1,0,14,3,0,1,1,20,5,1935,10,6,1935,0,0,0,0,1,1,1,20,5,1935,10,6,1935,1,1,1,0,14,3,1,3,1,0,1,22,22,12,0,12
2213,710,CHN,740,JPN,13,6,1935,1935,27,6,1935,4,1,1,18,4,1,1,1,13,6,1935,27,6,1935,0,0,0,1,18,4,1,13,6,1935,27,6,1935,1,1,1,1,18,4,1,3,1,0,1,15,15,17,17,17
2214,710,CHN,740,JPN,10,7,1936,1936,30,12,1936,5,3,1,18,4,1,1,1,10,7,1936,30,12,1936,1,0,0,1,18,4,1,10,7,1936,30,12,1936,0,0,0,1,18,4,1,1,3,0,1,174,174,17,17,17
2215,2,USA,365,RUS,27,6,1958,1958,7,7,1958,7,3,0,19,4,0,1,1,27,6,1958,7,7,1958,0,0,0,0,1,1,1,27,6,1958,7,7,1958,1,0,0,0,19,4,1,3,1,0,1,11,11,16,0,16
2216,2,USA,365,RUS,7,11,1958,1958,7,11,1958,5,3,0,19,4,0,1,1,7,11,1958,7,11,1958,0,0,0,0,1,1,1,7,11,1958,7,11,1958,1,1,2,0,19,4,1,3,1,0,1,1,1,16,0,16
2217,2,USA,365,RUS,25,7,1961,1961,7,9,1961,5,3,0,9,3,0,1,1,25,7,1961,7,9,1961,0,1,3,0,1,1,1,25,7,1961,7,9,1961,1,0,0,0,9,3,1,3,1,0,1,45,45,7,0,7
2218,2,USA,365,RUS,2,4,1963,1963,2,4,1963,5,3,0,19,4,0,1,2,2,4,1963,2,4,1963,0,0,0,0,1,1,1,2,4,1963,2,4,1963,1,1,2,0,19,4,1,3,1,0,1,1,1,16,0,16
2218,260,GFR,365,RUS,2,4,1963,1963,2,4,1963,5,3,0,19,4,0,1,2,2,4,1963,2,4,1963,0,0,0,0,1,1,1,2,4,1963,2,4,1963,1,1,2,0,19,4,1,3,1,0,1,1,1,16,0,16
2219,2,USA,365,RUS,14,2,1962,1962,14,8,1962,5,3,1,9,3,1,2,2,14,2,1962,14,8,1962,0,0,0,0,7,3,0,14,2,1962,14,8,1962,1,1,1,0,9,3,0,4,2,0,1,182,182,7,7,7
2219,260,GFR,265,GDR,19,11,1961,1961,14,8,1962,0,0,0,18,4,1,2,2,19,11,1961,14,8,1962,0,0,0,0,18,4,1,19,11,1961,14,8,1962,1,1,1,0,18,4,1,3,1,0,1,42,42,17,17,17
2219,260,GFR,265,GDR,19,11,1961,1962,14,8,1962,5,3,1,18,4,1,2,2,19,11,1961,14,8,1962,0,0,0,1,18,4,1,19,11,1961,14,8,1962,1,1,1,1,18,4,1,3,1,0,2,268,226,17,17,17
2220,2,USA,365,RUS,28,1,1964,1964,27,3,1964,7,3,1,19,4,1,1,1,28,1,1964,27,3,1964,1,0,0,1,14,3,1,28,1,1964,27,3,1964,0,0,0,0,19,4,1,1,3,0,1,60,60,16,12,16
2221,2,USA,365,RUS,21,10,1970,1970,10,11,1970,7,3,0,17,4,1,1,1,21,10,1970,10,11,1970,1,0,0,0,14,3,1,21,10,1970,10,11,1970,0,0,0,0,17,4,1,1,3,0,1,21,21,15,12,15
2222,2,USA,365,RUS,9,4,1977,1977,10,4,1977,7,3,0,17,4,0,1,1,9,4,1977,10,4,1977,1,0,0,0,17,4,1,9,4,1977,10,4,1977,0,0,0,0,1,1,1,1,3,0,1,2,2,15,15,0
2223,2,USA,365,RUS,19,11,1978,1978,2,1,1979,0,0,0,8,3,1,1,1,19,11,1978,2,1,1979,0,0,0,0,8,3,1,19,11,1978,2,1,1979,1,1,2,0,2,2,1,3,1,0,1,42,42,7,7,1
2223,2,USA,365,RUS,19,11,1978,1979,2,1,1979,4,3,0,8,3,1,1,1,19,11,1978,2,1,1979,0,0,0,0,8,3,1,19,11,1978,2,1,1979,1,1,2,0,2,2,1,3,1,0,2,44,2,7,7,1
2224,2,USA,365,RUS,9,8,1979,1979,10,8,1979,7,1,0,17,4,1,1,1,9,8,1979,10,8,1979,0,0,0,0,8,3,1,9,8,1979,10,8,1979,1,0,0,0,17,4,1,3,1,0,1,2,2,15,7,15
2225,2,USA,40,CUB,4,9,1979,1979,20,11,1979,5,3,0,7,3,1,2,1,4,9,1979,20,11,1979,0,0,0,0,7,3,1,4,9,1979,20,11,1979,1,0,0,0,1,1,0,3,2,0,1,78,78,7,7,0
2225,2,USA,365,RUS,31,8,1979,1979,20,11,1979,5,3,0,7,3,1,2,1,31,8,1979,20,11,1979,0,0,0,0,7,3,1,31,8,1979,20,11,1979,1,1,2,0,7,3,1,3,1,0,1,82,82,7,7,7
2226,2,USA,365,RUS,13,3,1980,1980,19,3,1980,5,3,0,8,3,0,7,1,13,3,1980,19,3,1980,1,0,0,0,8,3,1,13,3,1980,19,3,1980,0,1,2,0,1,1,1,1,3,0,1,7,7,7,7,0
2226,20,CAN,365,RUS,13,3,1980,1980,19,3,1980,5,3,0,8,3,0,7,1,13,3,1980,19,3,1980,1,0,0,0,8,3,1,13,3,1980,19,3,1980,0,1,2,0,1,1,1,1,3,0,1,7,7,7,7,0
2226,200,UKG,365,RUS,13,3,1980,1980,19,3,1980,5,3,0,8,3,0,7,1,13,3,1980,19,3,1980,1,0,0,0,8,3,1,13,3,1980,19,3,1980,0,1,2,0,1,1,1,1,3,0,1,7,7,7,7,0
2226,210,NTH,365,RUS,13,3,1980,1980,19,3,1980,5,3,0,8,3,0,7,1,13,3,1980,19,3,1980,1,0,0,0,8,3,1,13,3,1980,19,3,1980,0,1,2,0,1,1,1,1,3,0,1,7,7,7,7,0
2226,260,GFR,365,RUS,13,3,1980,1980,19,3,1980,5,3,0,8,3,0,7,1,13,3,1980,19,3,1980,1,0,0,0,8,3,1,13,3,1980,19,3,1980,0,1,2,0,1,1,1,1,3,0,1,7,7,7,7,0
2226,325,ITA,365,RUS,13,3,1980,1980,19,3,1980,5,3,0,8,3,0,7,1,13,3,1980,19,3,1980,1,0,0,0,8,3,1,13,3,1980,19,3,1980,0,1,2,0,1,1,1,1,3,0,1,7,7,7,7,0
2226,365,RUS,385,NOR,13,3,1980,1980,19,3,1980,5,3,0,8,3,0,7,1,13,3,1980,19,3,1980,0,1,2,0,1,1,1,13,3,1980,19,3,1980,1,0,0,0,8,3,1,3,1,0,1,7,7,7,0,7
2227,2,USA,365,RUS,4,5,1980,1980,4,5,1980,5,3,0,2,2,0,1,1,4,5,1980,4,5,1980,1,1,2,0,2,2,1,4,5,1980,4,5,1980,0,0,0,0,1,1,1,1,3,0,1,1,1,1,1,0
2228,2,USA,365,RUS,12,5,1981,1981,14,5,1981,7,3,0,17,4,0,1,1,12,5,1981,14,5,1981,1,0,0,0,17,4,1,12,5,1981,14,5,1981,0,0,0,0,1,1,1,1,3,0,1,3,3,15,15,0
2229,2,USA,365,RUS,30,9,1982,1982,24,1,1983,0,0,0,16,4,1,1,2,30,9,1982,24,1,1983,0,0,0,0,9,3,0,30,9,1982,24,1,1983,1,1,1,0,16,4,1,4,1,0,1,92,92,14,7,14
2229,2,USA,365,RUS,30,9,1982,1983,24,1,1983,5,3,0,16,4,1,1,2,30,9,1982,24,1,1983,0,0,0,0,9,3,0,30,9,1982,24,1,1983,1,1,1,0,16,4,1,4,1,0,2,116,24,14,7,14
2229,365,RUS,740,JPN,23,6,1982,1982,24,1,1983,0,0,0,16,4,1,1,2,23,6,1982,24,1,1983,1,1,1,0,16,4,1,23,6,1982,24,1,1983,0,0,0,0,1,1,1,1,3,0,1,191,191,14,14,0
2229,365,RUS,740,JPN,23,6,1982,1983,24,1,1983,5,3,0,16,4,1,1,2,23,6,1982,24,1,1983,1,1,1,0,16,4,1,23,6,1982,24,1,1983,0,0,0,0,1,1,1,1,3,0,2,215,24,14,14,0
2230,2,USA,365,RUS,12,9,1984,1984,19,9,1984,7,3,0,17,4,0,1,1,12,9,1984,19,9,1984,0,0,0,0,1,1,1,12,9,1984,19,9,1984,1,0,0,0,17,4,1,3,1,0,1,8,8,15,0,15
2231,2,USA,365,RUS,24,11,1983,1983,20,5,1984,0,0,0,9,3,1,2,2,24,11,1983,20,5,1984,0,0,0,0,9,3,1,24,11,1983,20,5,1984,1,0,0,0,7,3,1,3,1,0,1,37,37,7,7,7
2231,2,USA,365,RUS,24,11,1983,1984,20,5,1984,5,3,-9,9,3,1,2,2,24,11,1983,20,5,1984,0,0,0,-9,9,3,1,24,11,1983,20,5,1984,1,0,0,-9,7,3,1,3,1,0,2,178,141,7,7,7
2231,260,GFR,315,CZE,20,4,1984,1984,20,5,1984,5,3,-9,19,4,1,2,2,20,4,1984,20,5,1984,0,0,0,0,7,3,0,20,4,1984,20,5,1984,1,0,0,0,19,4,0,4,2,0,1,31,31,16,7,16
2232,2,USA,365,RUS,24,3,1985,1985,7,9,1985,5,3,1,19,4,1,2,2,24,3,1985,7,9,1985,1,0,0,1,14,3,1,24,3,1985,7,9,1985,0,0,0,0,19,4,1,1,3,0,1,168,168,16,12,16
2232,200,UKG,265,GDR,6,6,1985,1985,7,9,1985,5,3,1,19,4,1,2,2,6,6,1985,7,9,1985,1,0,0,0,14,3,0,6,6,1985,7,9,1985,0,0,0,0,1,1,1,2,3,0,1,94,94,16,12,0
2233,2,USA,365,RUS,13,3,1986,1986,13,3,1986,5,3,0,8,3,0,1,1,13,3,1986,13,3,1986,1,0,0,0,8,3,1,13,3,1986,13,3,1986,0,0,0,0,1,1,1,1,3,0,1,1,1,7,7,0
2234,2,USA,41,HAI,16,7,1911,1911,3,8,1911,5,3,0,8,3,0,2,1,16,7,1911,3,8,1911,1,1,3,0,8,3,1,16,7,1911,3,8,1911,0,0,0,0,1,1,1,1,3,0,1,19,19,7,7,0
2234,41,HAI,255,GMY,16,7,1911,1911,3,8,1911,5,3,0,8,3,0,2,1,16,7,1911,3,8,1911,0,0,0,0,1,1,1,16,7,1911,3,8,1911,1,1,3,0,8,3,1,3,1,0,1,19,19,7,0,7
2236,140,BRA,150,PAR,10,8,1856,1856,12,2,1858,0,0,0,15,4,1,1,1,10,8,1856,12,2,1858,0,0,0,0,12,3,1,10,8,1856,12,2,1858,1,1,1,0,15,4,1,3,1,0,1,143,143,13,10,13
2236,140,BRA,150,PAR,10,8,1856,1857,12,2,1858,0,0,0,15,4,1,1,1,10,8,1856,12,2,1858,0,0,0,0,12,3,1,10,8,1856,12,2,1858,1,1,1,0,15,4,1,3,1,0,2,508,365,13,10,13
2236,140,BRA,150,PAR,10,8,1856,1858,12,2,1858,4,1,0,15,4,1,1,1,10,8,1856,12,2,1858,0,0,0,0,12,3,1,10,8,1856,12,2,1858,1,1,1,0,15,4,1,3,1,0,3,551,43,13,10,13
2237,101,VEN,110,GUY,24,7,1981,1981,5,9,1982,0,0,0,12,3,1,1,2,24,7,1981,5,9,1982,1,1,1,0,8,3,1,24,7,1981,5,9,1982,0,0,0,0,12,3,1,1,3,0,1,160,160,10,7,10
2237,101,VEN,110,GUY,24,7,1981,1982,5,9,1982,5,3,0,12,3,1,1,2,24,7,1981,5,9,1982,1,1,1,0,8,3,1,24,7,1981,5,9,1982,0,0,0,0,12,3,1,1,3,0,2,408,248,10,7,10
2237,101,VEN,200,UKG,30,4,1982,1982,30,4,1982,5,3,0,12,3,1,1,2,30,4,1982,30,4,1982,1,1,1,0,8,3,1,30,4,1982,30,4,1982,0,0,0,0,2,2,0,1,4,0,1,1,1,10,7,1
2239,101,VEN,110,GUY,18,1,1969,1969,20,1,1969,5,3,0,10,3,1,1,1,18,1,1969,20,1,1969,1,1,1,0,7,3,1,18,1,1969,20,1,1969,0,0,0,0,10,3,1,1,3,0,1,3,3,8,7,8
2240,101,VEN,110,GUY,19,2,1970,1970,22,2,1970,5,3,0,18,4,1,1,1,19,2,1970,22,2,1970,1,1,1,0,18,4,1,19,2,1970,22,2,1970,0,0,0,0,18,4,1,1,3,0,1,4,4,17,17,17
2242,135,PER,155,CHL,16,8,1860,1860,16,8,1860,5,3,0,2,2,0,1,1,16,8,1860,16,8,1860,0,1,4,0,1,1,1,16,8,1860,16,8,1860,1,0,0,0,2,2,1,3,1,0,1,1,1,1,0,1
2243,100,COL,200,UKG,21,1,1837,1837,27,1,1837,8,1,0,15,4,0,1,1,21,1,1837,27,1,1837,0,0,0,0,1,1,1,21,1,1837,27,1,1837,1,0,0,0,15,4,1,3,1,0,1,7,7,13,0,13
2244,2,USA,731,PRK,1,2,1954,1954,10,11,1956,0,0,0,19,4,1,1,3,1,2,1954,10,11,1956,0,0,0,0,19,4,0,1,2,1954,10,11,1956,1,1,1,0,18,4,1,4,1,0,1,333,333,16,16,17
2244,2,USA,731,PRK,1,2,1954,1955,10,11,1956,0,0,0,19,4,1,1,3,1,2,1954,10,11,1956,0,0,0,0,19,4,0,1,2,1954,10,11,1956,1,1,1,0,18,4,1,4,1,0,2,698,365,16,16,17
2244,2,USA,731,PRK,1,2,1954,1956,10,11,1956,5,3,2,19,4,1,1,3,1,2,1954,10,11,1956,0,0,0,0,19,4,0,1,2,1954,10,11,1956,1,1,1,1,18,4,1,4,1,0,3,1013,315,16,16,17
2244,713,TAW,731,PRK,7,1,1955,1955,7,11,1955,5,3,2,19,4,1,1,3,7,1,1955,7,11,1955,0,0,0,0,19,4,0,7,1,1955,7,11,1955,1,1,1,1,18,4,1,4,1,0,1,305,305,16,16,17
2244,731,PRK,732,ROK,13,1,1954,1954,10,11,1956,0,0,0,18,4,1,1,3,13,1,1954,10,11,1956,1,1,1,0,18,4,1,13,1,1954,10,11,1956,0,1,1,0,18,4,1,1,3,0,1,352,352,17,17,17
2244,731,PRK,732,ROK,13,1,1954,1955,10,11,1956,0,0,0,18,4,1,1,3,13,1,1954,10,11,1956,1,1,1,0,18,4,1,13,1,1954,10,11,1956,0,1,1,0,18,4,1,1,3,0,2,717,365,17,17,17
2244,731,PRK,732,ROK,13,1,1954,1956,10,11,1956,5,3,2,18,4,1,1,3,13,1,1954,10,11,1956,1,1,1,1,18,4,1,13,1,1954,10,11,1956,0,1,1,1,18,4,1,1,3,0,3,1032,315,17,17,17
2300,200,UKG,220,FRN,23,12,1893,1893,23,12,1893,5,3,0,18,4,1,1,1,23,12,1893,23,12,1893,0,0,0,0,18,4,1,23,12,1893,23,12,1893,1,1,1,0,18,4,1,3,1,0,1,1,1,17,17,17
2302,255,GMY,315,CZE,12,3,1939,1939,16,3,1939,1,2,0,16,4,0,1,1,12,3,1939,16,3,1939,1,1,1,0,16,4,1,12,3,1939,16,3,1939,0,0,0,0,1,1,1,1,3,0,1,5,5,14,14,0
2303,220,FRN,325,ITA,13,8,1937,1937,13,8,1937,5,3,0,19,4,0,1,1,13,8,1937,13,8,1937,0,0,0,0,1,1,1,13,8,1937,13,8,1937,1,1,2,0,19,4,1,3,1,0,1,1,1,16,0,16
2304,200,UKG,325,ITA,31,8,1937,1937,2,9,1937,5,3,0,19,4,1,1,1,31,8,1937,2,9,1937,0,0,0,0,19,4,1,31,8,1937,2,9,1937,1,1,2,0,19,4,1,3,1,0,1,3,3,16,16,16
2306,95,PAN,325,ITA,14,8,1937,1937,14,8,1937,5,4,0,19,4,0,1,1,14,8,1937,14,8,1937,0,0,0,0,1,1,1,14,8,1937,14,8,1937,1,1,2,0,19,4,1,3,1,0,1,1,1,16,0,16
2307,325,ITA,390,DEN,12,8,1937,1937,12,8,1937,5,4,0,19,4,0,1,1,12,8,1937,12,8,1937,1,1,2,0,19,4,1,12,8,1937,12,8,1937,0,0,0,0,1,1,1,1,3,0,1,1,1,16,16,0
2309,220,FRN,230,SPN,14,5,1908,1908,14,5,1908,8,4,1,18,4,1,1,1,14,5,1908,14,5,1908,1,0,0,-9,18,4,1,14,5,1908,14,5,1908,0,0,0,-9,18,4,1,1,3,0,1,1,1,17,17,17
2310,70,MEX,200,UKG,3,5,1916,1916,4,5,1916,8,4,0,17,4,0,1,1,3,5,1916,4,5,1916,0,0,0,0,1,1,1,3,5,1916,4,5,1916,1,0,0,0,17,4,1,3,1,0,1,2,2,15,0,15
2311,70,MEX,200,UKG,20,11,1913,1913,14,2,1914,0,0,0,8,3,0,1,1,20,11,1913,14,2,1914,0,0,0,0,1,1,1,20,11,1913,14,2,1914,1,0,0,0,8,3,1,3,1,0,1,41,41,7,0,7
2311,70,MEX,200,UKG,20,11,1913,1914,14,2,1914,8,4,0,8,3,0,1,1,20,11,1913,14,2,1914,0,0,0,0,1,1,1,20,11,1913,14,2,1914,1,0,0,0,8,3,1,3,1,0,2,86,45,7,0,7
2312,70,MEX,255,GMY,14,10,1913,1913,6,12,1913,8,4,0,8,3,0,1,1,14,10,1913,6,12,1913,0,0,0,0,1,1,1,14,10,1913,6,12,1913,1,0,0,0,8,3,1,3,1,0,1,54,54,7,0,7
2313,70,MEX,230,SPN,29,11,1913,1913,26,12,1913,8,4,0,8,3,0,1,1,29,11,1913,26,12,1913,0,0,0,0,1,1,1,29,11,1913,26,12,1913,1,0,0,0,8,3,1,3,1,0,1,28,28,7,0,7
2314,255,GMY,710,CHN,16,8,1900,1900,7,9,1901,0,0,0,18,4,1,2,1,16,8,1900,7,9,1901,1,0,0,0,18,4,1,16,8,1900,7,9,1901,0,0,0,0,18,4,1,1,3,0,1,137,137,17,17,17
2314,255,GMY,710,CHN,16,8,1900,1901,7,9,1901,8,4,3,18,4,1,2,1,16,8,1900,7,9,1901,1,0,0,1,18,4,1,16,8,1900,7,9,1901,0,0,0,3,18,4,1,1,3,0,2,387,250,17,17,17
2314,365,RUS,710,CHN,16,8,1900,1900,7,9,1901,0,0,0,18,4,1,2,1,16,8,1900,7,9,1901,1,0,0,0,18,4,1,16,8,1900,7,9,1901,0,0,0,0,18,4,1,1,3,0,1,137,137,17,17,17
2314,365,RUS,710,CHN,16,8,1900,1901,7,9,1901,8,4,3,18,4,1,2,1,16,8,1900,7,9,1901,1,0,0,1,18,4,1,16,8,1900,7,9,1901,0,0,0,3,18,4,1,1,3,0,2,387,250,17,17,17
2315,710,CHN,732,ROK,26,10,1986,1986,26,4,1987,0,0,0,17,4,0,1,1,26,10,1986,26,4,1987,0,0,0,0,1,1,1,26,10,1986,26,4,1987,1,0,0,0,17,4,1,3,1,0,1,66,66,15,0,15
2315,710,CHN,732,ROK,26,10,1986,1987,26,4,1987,7,3,0,17,4,0,1,1,26,10,1986,26,4,1987,0,0,0,0,1,1,1,26,10,1986,26,4,1987,1,0,0,0,17,4,1,3,1,0,2,182,116,15,0,15
2316,140,BRA,150,PAR,1,2,1930,1930,10,5,1930,6,1,-9,18,4,1,1,1,1,2,1930,10,5,1930,0,1,1,-9,18,4,1,1,2,1930,10,5,1930,1,1,1,-9,18,4,1,3,1,0,1,99,99,17,17,17
2317,101,VEN,110,GUY,1,4,1976,1976,31,4,1976,5,3,0,7,3,0,1,1,1,4,1976,1,4,1976,1,1,1,0,7,3,1,1,4,1976,31,4,1976,0,0,0,0,1,1,1,1,3,0,1,31,31,7,7,0
2318,110,GUY,115,SUR,1,4,1976,1976,31,4,1976,5,3,0,14,3,0,1,1,1,4,1976,1,4,1976,0,1,1,0,1,1,1,1,4,1976,31,4,1976,1,1,1,0,14,3,1,3,1,0,1,31,31,12,0,12
2319,90,GUA,200,UKG,27,1,1972,1972,20,4,1972,5,3,0,10,3,1,1,1,27,1,1972,20,4,1972,0,1,1,0,10,3,1,27,1,1972,20,4,1972,1,0,0,0,8,3,1,3,1,0,1,85,85,8,8,7
2320,135,PER,145,BOL,1,3,1875,1875,31,10,1875,5,3,0,16,4,0,1,1,1,3,1875,1,10,1875,0,1,1,0,1,1,1,1,3,1875,31,10,1875,1,1,1,0,16,4,1,3,1,0,1,245,245,14,0,14
2321,135,PER,145,BOL,1,6,1906,1906,31,12,1906,5,1,0,16,4,0,1,1,1,6,1906,1,12,1906,0,1,1,0,1,1,1,1,6,1906,31,12,1906,1,1,1,0,16,4,1,3,1,0,1,214,214,14,0,14
2322,2,USA,135,PER,24,1,1858,1858,31,5,1858,4,3,0,17,4,0,1,1,24,1,1858,1,5,1858,0,0,0,0,1,1,1,24,1,1858,31,5,1858,1,0,0,0,17,4,1,3,1,0,1,128,128,15,0,15
2323,100,COL,101,VEN,13,7,1982,1982,24,7,1982,5,3,0,19,4,1,1,1,13,7,1982,24,7,1982,0,1,1,0,19,4,1,13,7,1982,24,7,1982,1,1,1,0,19,4,1,3,1,0,1,12,12,16,16,16
2325,91,HON,93,NIC,1,11,1979,1979,31,12,1979,5,1,-9,18,4,1,1,1,1,11,1979,1,12,1979,1,1,3,-9,17,4,1,1,11,1979,31,12,1979,0,0,0,-9,18,4,1,1,3,0,1,61,61,17,15,17
2326,110,GUY,115,SUR,1,9,1977,1977,31,2,1978,0,0,0,19,4,1,1,1,1,9,1977,1,2,1978,1,1,1,0,17,4,1,1,9,1977,31,2,1978,0,1,1,0,19,4,1,1,3,0,1,121,121,16,15,16
2326,110,GUY,115,SUR,1,9,1977,1978,31,2,1978,6,1,0,19,4,1,1,1,1,9,1977,1,2,1978,1,1,1,0,17,4,1,1,9,1977,31,2,1978,0,1,1,0,19,4,1,1,3,0,2,183,62,16,15,16
2327,640,TUR,666,ISR,10,8,1976,1976,10,8,1976,7,3,0,17,4,0,1,1,10,8,1976,10,8,1976,0,0,0,0,1,1,1,10,8,1976,10,8,1976,1,1,2,0,17,4,1,3,1,0,1,1,1,15,0,15
2328,339,ALB,345,YUG,1,3,1949,1949,24,11,1949,5,1,2,19,4,1,1,1,1,3,1949,24,11,1949,0,0,0,1,19,4,1,1,3,1949,24,11,1949,1,1,1,1,19,4,1,3,1,0,1,269,269,16,16,16
2331,200,UKG,645,IRQ,17,7,1958,1958,22,10,1958,5,3,0,7,3,0,1,2,17,7,1958,22,10,1958,1,1,2,0,7,3,1,17,7,1958,22,10,1958,0,0,0,0,1,1,1,1,3,0,1,98,98,7,7,0
2331,200,UKG,651,EGY,17,7,1958,1958,22,10,1958,5,3,0,7,3,0,1,2,17,7,1958,22,10,1958,1,1,2,0,7,3,1,17,7,1958,22,10,1958,0,0,0,0,1,1,1,1,3,0,1,98,98,7,7,0
2332,640,TUR,645,IRQ,15,7,1958,1958,31,7,1958,5,3,0,10,3,0,1,1,15,7,1958,31,7,1958,1,1,2,0,10,3,1,15,7,1958,31,7,1958,0,0,0,0,1,1,1,1,3,0,1,17,17,8,8,0
2335,2,USA,666,ISR,31,8,1976,1976,6,9,1976,6,1,0,18,4,0,1,1,31,8,1976,6,9,1976,0,0,0,0,1,1,1,31,8,1976,6,9,1976,1,1,2,0,18,4,1,3,1,0,1,7,7,17,0,17
2338,101,VEN,200,UKG,22,1,1901,1901,28,2,1902,0,0,0,17,4,0,1,1,22,1,1901,28,2,1902,1,0,0,0,17,4,1,22,1,1901,28,2,1902,0,0,0,0,1,1,1,1,3,0,1,343,343,15,15,0
2338,101,VEN,200,UKG,22,1,1901,1902,28,2,1902,5,3,0,17,4,0,1,1,22,1,1901,28,2,1902,1,0,0,0,17,4,1,22,1,1901,28,2,1902,0,0,0,0,1,1,1,1,3,0,2,402,59,15,15,0
2339,93,NIC,94,COS,11,12,1948,1948,9,3,1949,0,0,0,18,4,1,1,1,11,12,1948,9,3,1949,1,1,3,0,18,4,1,11,12,1948,9,3,1949,0,0,0,0,18,4,1,1,3,0,1,20,20,17,17,17
2339,93,NIC,94,COS,11,12,1948,1949,9,3,1949,5,1,-9,18,4,1,1,1,11,12,1948,9,3,1949,1,1,3,-9,18,4,1,11,12,1948,9,3,1949,0,0,0,-9,18,4,1,1,3,0,2,88,68,17,17,17
2340,93,NIC,94,COS,19,4,1948,1948,31,5,1948,5,3,-9,14,3,1,1,1,19,4,1948,31,5,1948,1,0,0,-9,14,3,1,19,4,1948,31,5,1948,0,0,0,-9,7,3,1,1,3,0,1,43,43,12,12,7
2341,100,COL,325,ITA,14,7,1898,1898,14,8,1898,4,2,0,8,3,0,1,1,14,7,1898,14,8,1898,0,0,0,0,1,1,1,14,7,1898,14,8,1898,1,0,0,0,8,3,1,3,1,0,1,32,32,7,0,7
2342,100,COL,101,VEN,4,6,1902,1902,25,11,1902,2,2,-9,18,4,1,1,1,4,6,1902,25,11,1902,1,1,3,-9,18,4,1,4,6,1902,25,11,1902,0,1,3,-9,18,4,1,1,3,0,1,175,175,17,17,17
2343,2,USA,100,COL,3,4,1896,1896,21,4,1896,7,3,0,17,4,0,1,1,3,4,1896,21,4,1896,0,0,0,0,1,1,1,3,4,1896,21,4,1896,1,0,0,0,17,4,1,3,1,0,1,19,19,15,0,15
2344,91,HON,93,NIC,14,8,1962,1962,14,8,1962,5,3,1,18,4,1,1,1,14,8,1962,14,8,1962,0,0,0,1,18,4,1,14,8,1962,14,8,1962,1,0,0,1,18,4,1,3,1,0,1,1,1,17,17,17
2346,93,NIC,94,COS,12,9,1978,1978,27,12,1978,5,3,1,19,4,1,1,1,12,9,1978,27,12,1978,1,1,2,-9,19,4,1,12,9,1978,27,12,1978,0,0,0,1,18,4,1,1,3,0,1,107,107,16,16,17
2347,2,USA,93,NIC,1,3,1983,1983,6,6,1985,0,0,0,14,3,1,1,2,1,3,1983,6,6,1985,0,0,0,0,7,3,0,1,3,1983,6,6,1985,1,1,2,0,14,3,1,4,1,0,1,305,305,12,7,12
2347,2,USA,93,NIC,1,3,1983,1984,6,6,1985,0,0,0,14,3,1,1,2,1,3,1983,6,6,1985,0,0,0,0,7,3,0,1,3,1983,6,6,1985,1,1,2,0,14,3,1,4,1,0,2,670,365,12,7,12
2347,2,USA,93,NIC,1,3,1983,1985,6,6,1985,5,3,0,14,3,1,1,2,1,3,1983,6,6,1985,0,0,0,0,7,3,0,1,3,1983,6,6,1985,1,1,2,0,14,3,1,4,1,0,3,827,157,12,7,12
2347,91,HON,93,NIC,30,4,1981,1981,6,6,1985,0,0,0,14,3,1,1,2,30,4,1981,6,6,1985,0,0,0,0,7,3,1,30,4,1981,6,6,1985,1,1,2,0,14,3,1,3,1,0,1,245,245,12,7,12
2347,91,HON,93,NIC,30,4,1981,1982,6,6,1985,0,0,0,14,3,1,1,2,30,4,1981,6,6,1985,0,0,0,0,7,3,1,30,4,1981,6,6,1985,1,1,2,0,14,3,1,3,1,0,2,610,365,12,7,12
2347,91,HON,93,NIC,30,4,1981,1983,6,6,1985,0,0,0,14,3,1,1,2,30,4,1981,6,6,1985,0,0,0,0,7,3,1,30,4,1981,6,6,1985,1,1,2,0,14,3,1,3,1,0,3,975,365,12,7,12
2347,91,HON,93,NIC,30,4,1981,1984,6,6,1985,0,0,0,14,3,1,1,2,30,4,1981,6,6,1985,0,0,0,0,7,3,1,30,4,1981,6,6,1985,1,1,2,0,14,3,1,3,1,0,4,1340,365,12,7,12
2347,91,HON,93,NIC,30,4,1981,1985,6,6,1985,5,3,0,14,3,1,1,2,30,4,1981,6,6,1985,0,0,0,0,7,3,1,30,4,1981,6,6,1985,1,1,2,0,14,3,1,3,1,0,5,1497,157,12,7,12
